run_id,weight_type,rd_cost_econ,curtailment,capacity_market_cost,cm_plus_redispatch_cost,grid_load_shedding_cost,total_cost,scenario,case_study,design,sigma,design_order,design_label
60,ptdf_neg,-152081171.4855709,3378822.7363963923,901947890.1234603,749866718.6378894,233138768811.35107,233888635529.98895,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
61,ptdf_pos,-253367540.50750256,5855522.236560863,901947890.1234579,648580349.6159554,404031034322.6996,404679614672.31555,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
62,ptdf_neg,-109129356.2869491,2299781.177990528,901947890.1256919,792818533.8387427,158684901281.3464,159477719815.18515,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
63,ptdf_pos,-152081171.4855709,3378822.7363963923,901947890.1234603,749866718.6378894,233138768811.35107,233888635529.98895,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
64,ptdf_neg,-152081171.4855709,3378822.7363963923,901947890.1234603,749866718.6378894,233138768811.35107,233888635529.98895,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
65,ptdf_pos,-142034217.85123032,3105585.5946071623,901947890.1234602,759913672.2722299,214285406027.8942,215045319700.1664,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
66,ptdf_neg,-230536866.4360021,5340915.173909581,901947890.1234603,671411023.6874582,368523146999.7611,369194558023.44855,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
67,ptdf_pos,-109631252.33137745,2299783.8937742976,901947890.1397864,792316637.808409,158685088670.42654,159477405308.23495,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
68,ptdf_neg,-252267725.71030527,5855627.337925776,901947890.1234603,649680164.4131551,404038286316.87854,404687966481.2917,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
69,ptdf_pos,-116441944.54533142,2492681.88187474,901947890.125683,785505945.5803516,171995049849.35706,172780555794.9374,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
70,ptdf_neg,-235500966.61628437,5449130.334577864,901947890.1234603,666446923.5071759,375989993085.8726,376656440009.3798,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
71,ptdf_pos,-252267725.71030527,5855627.337925776,901947890.1234603,649680164.4131551,404038286316.87854,404687966481.2917,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
72,ptdf_neg,-109683422.19345576,2299781.1751178536,901947890.0783653,792264467.8849096,158684901083.1319,159477165551.0168,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
73,ptdf_pos,-252592024.5127467,5854613.642795684,901947890.1234603,649355865.6107136,403968341352.90216,404617697218.5129,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
74,ptdf_neg,-109608163.78038605,2299788.779902276,901947890.1234603,792339726.3430742,158685425813.25705,159477765539.60013,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
75,ptdf_pos,-109608163.78038605,2299788.779902276,901947890.1234603,792339726.3430742,158685425813.25705,159477765539.60013,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
76,ptdf_neg,-252592024.5127467,5854613.642795684,901947890.1234603,649355865.6107136,403968341352.90216,404617697218.5129,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
77,ptdf_pos,-252592024.5127467,5854613.642795684,901947890.1234603,649355865.6107136,403968341352.90216,404617697218.5129,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
78,ptdf_neg,-109608163.78038605,2299788.779902276,901947890.1234603,792339726.3430742,158685425813.25705,159477765539.60013,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
79,ptdf_pos,-109608163.78038605,2299788.779902276,901947890.1234603,792339726.3430742,158685425813.25705,159477765539.60013,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
80,ptdf_neg,-252592024.5127467,5854613.642795684,901947890.1234603,649355865.6107136,403968341352.90216,404617697218.5129,nl34_z1_sigma0,Case Study 1,Country-wide,,0,Country-wide
1,ptdf_pos,-67913.62044354761,2770.332988347079,930706141.4849045,930638227.864461,191152976.19594845,1121791204.0604093,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
2,ptdf_neg,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
3,ptdf_pos,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
4,ptdf_neg,-123321.4119759216,2564.8301850393746,930706141.4849045,930582820.0729285,176973282.76771685,1107556102.8406453,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
5,ptdf_pos,115624.45920582884,0.0,930706141.4849045,930821765.9441104,0.0,930821765.9441104,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
6,ptdf_neg,-272610.9855603194,5669.744396658094,930706141.4849045,930433530.4993442,391212363.3694085,1321645893.8687527,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
7,ptdf_pos,-853966.1958831996,17760.72979631624,930706141.4849045,929852175.2890214,1225490355.9458203,2155342531.234842,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
8,ptdf_neg,-287309.437421849,6511.111764052045,930706141.4849045,930418832.0474827,449266711.71959114,1379685543.7670739,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
9,ptdf_pos,-2246541.6796130314,47097.54166028614,930706141.4849045,928459599.8052915,3249730374.5597434,4178189974.365035,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
10,ptdf_neg,38192.17671542615,0.0,930706141.4849045,930744333.6616199,0.0,930744333.6616199,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
11,ptdf_pos,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
12,ptdf_neg,13624.001881326083,0.0,930706141.4849045,930719765.4867859,0.0,930719765.4867859,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
13,ptdf_pos,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
14,ptdf_neg,10797.55967607908,0.0,930706141.4849045,930716939.0445806,0.0,930716939.0445806,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
15,ptdf_pos,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
16,ptdf_neg,-392498.8722313028,8698.834343803243,930706141.4849045,930313642.6126733,600219569.7224238,1530533212.335097,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
17,ptdf_pos,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
18,ptdf_neg,-46292.35534730367,962.7851982200004,930706141.4849045,930659849.1295573,66432178.67718003,997092027.8067373,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
19,ptdf_pos,-25373.0797177013,527.7075525437729,930706141.4849045,930680768.4051868,36411821.125520326,967092589.5307071,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
20,ptdf_neg,10797.559676081872,0.0,930706141.4849045,930716939.0445806,0.0,930716939.0445806,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
21,ptdf_pos,10797.559676081872,0.0,930706141.4849045,930716939.0445806,0.0,930716939.0445806,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
22,ptdf_neg,-27966.005616116337,581.6350457930439,930706141.4849045,930678175.4792885,40132818.159720026,970810993.6390085,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
23,ptdf_pos,-12241.23437995743,2735.8648097147857,930706141.4849045,930693900.2505245,188774671.8703202,1119468572.1208448,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
24,ptdf_neg,120508.17041243352,0.0,930705870.4653193,930826378.6357317,0.0,930826378.6357317,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
25,ptdf_pos,-159130.102385371,3309.576845980242,930706141.4849045,930547011.3825191,228360802.3726367,1158907813.7551558,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
26,ptdf_neg,66530.37936944072,0.0,930706141.4849045,930772671.864274,0.0,930772671.864274,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
27,ptdf_pos,95534.15071122767,0.0,930706141.4849045,930801675.6356157,0.0,930801675.6356157,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
28,ptdf_neg,72779.64035589248,2513.8592803539336,930706141.4849045,930778921.1252605,173456290.34442142,1104235211.469682,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
29,ptdf_pos,-4.540197551250458e-09,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
30,ptdf_neg,43452.64117409475,2690.4779916215057,930706141.4849045,930749594.1260786,185642981.42188388,1116392575.5479624,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
31,ptdf_pos,-107014.1523090182,2225.6729279272195,930706141.4849045,930599127.3325955,153571432.02697814,1084170559.3595736,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
32,ptdf_neg,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
33,ptdf_pos,177265.50241109682,0.0,930706141.4849045,930883406.9873157,0.0,930883406.9873157,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
34,ptdf_neg,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
35,ptdf_pos,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
36,ptdf_neg,740989.6942561409,0.0,930706141.4849045,931447131.1791607,0.0,931447131.1791607,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
37,ptdf_pos,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
38,ptdf_neg,740989.6942561409,0.0,930706141.4849045,931447131.1791607,0.0,931447131.1791607,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
39,ptdf_pos,-66370.69850037713,1380.3731884925048,930706141.4849045,930639770.7864041,95245750.00598283,1025885520.792387,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
40,ptdf_neg,10797.559676080942,0.0,930706141.4849045,930716939.0445806,0.0,930716939.0445806,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
41,ptdf_pos,10797.559676081872,0.0,930706141.4849045,930716939.0445806,0.0,930716939.0445806,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
42,ptdf_neg,-25373.0797177013,527.7075525437729,930706141.4849045,930680768.4051868,36411821.125520326,967092589.5307071,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
43,ptdf_pos,-106409.54344852734,2213.098314721893,930706141.4849045,930599731.941456,152703783.71581063,1083303515.6572666,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
44,ptdf_neg,11273.619771898258,0.0,930706141.4849045,930717415.1046765,0.0,930717415.1046765,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
45,ptdf_pos,58594.6643439671,0.0,930706141.4849045,930764736.1492485,0.0,930764736.1492485,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
46,ptdf_neg,62280.72450896818,0.0,930706141.4849045,930768422.2094135,0.0,930768422.2094135,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
47,ptdf_pos,115624.45920582884,0.0,930706141.4849045,930821765.9441104,0.0,930821765.9441104,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
48,ptdf_neg,-274561.1330155125,5710.303428364088,930706141.4849045,930431580.351889,394010936.5571221,1324442516.9090111,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
49,ptdf_pos,-46292.35534730367,962.7851982200004,930706141.4849045,930659849.1295573,66432178.67718003,997092027.8067373,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
50,ptdf_neg,0.0,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
51,ptdf_pos,-5.820766091346741e-10,0.0,930706141.4849045,930706141.4849045,0.0,930706141.4849045,nl34_z3_sigma0,Case Study 1,Split,0.0,1,$\sigma=0$
