run_id,weight_type,rd_cost_econ,curtailment,capacity_market_cost,cm_plus_redispatch_cost,grid_load_shedding_cost,total_cost,scenario,case_study,design,sigma,design_order,design_label
41,ptdf_pos,-6949499.529230639,150171.8110277066,892239163.3023847,885289663.7731541,10361854960.911755,11247144624.684908,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
42,ptdf_neg,-18099879.680547744,376440.04399705154,892239163.3023847,874139283.621837,25974363035.79656,26848502319.418396,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
43,ptdf_pos,-15470245.542085096,324253.25263593096,892239163.3023847,876768917.7602997,22373474431.879234,23250243349.639534,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
44,ptdf_neg,-24333582.3204758,516343.8897916538,892239163.3023847,867905580.9819089,35627728395.62411,36495633976.60602,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
45,ptdf_pos,-9392095.879821807,195336.1596102894,892239163.3023846,882847067.4225628,13478195013.10997,14361042080.532534,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
46,ptdf_neg,-6129195.350576311,129800.18708591563,892239163.3023847,886109967.9518085,8956212908.928179,9842322876.879988,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
47,ptdf_pos,-9200276.8268404,213123.12454514392,892239163.3023847,883038886.4755443,14705495593.614931,15588534480.090475,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
48,ptdf_neg,-14164927.124998825,298029.7337851706,892239163.3023847,878074236.1773859,20564051631.17677,21442125867.354156,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
49,ptdf_pos,-17794434.71900478,371654.87647616246,892239163.3023847,874444728.58338,25644186476.85521,26518631205.43859,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
50,ptdf_neg,-7342804.928147331,154830.98827664426,892239163.3023847,884896358.3742374,10683338191.088453,11568234549.46269,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
51,ptdf_pos,-7378138.571111515,154464.73145506746,892239163.3023847,884861024.7312732,10658066470.399654,11542927495.130928,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
52,ptdf_neg,-17685429.900523663,369619.6248935501,892239163.3023847,874553733.4018611,25503754117.654957,26378307851.056816,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
53,ptdf_pos,-8061270.061431974,167657.73641444283,892239163.3023847,884177893.2409527,11568383812.596556,12452561705.83751,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
54,ptdf_neg,-3795506.318224475,78938.67752982763,892239163.3023847,888443656.9841603,5446768749.558106,6335212406.542267,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
55,ptdf_pos,-39061897.56558803,813263.7802676046,892239163.3023847,853177265.7367967,56115200838.46472,56968378104.201515,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
56,ptdf_neg,-2980753.4146865383,65187.666863995895,892239163.3023847,889258409.8876982,4497949013.615717,5387207423.503415,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
57,ptdf_pos,-6510010.626368806,135394.75012416122,892239163.3023846,885729152.6760159,9342237758.567123,10227966911.24314,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
58,ptdf_neg,-6510010.626368806,135394.75012416122,892239163.3023846,885729152.6760159,9342237758.567123,10227966911.24314,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
59,ptdf_pos,-6510010.626368806,135394.75012416122,892239163.3023846,885729152.6760159,9342237758.567123,10227966911.24314,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
60,ptdf_neg,-6510010.626368806,135394.75012416122,892239163.3023846,885729152.6760159,9342237758.567123,10227966911.24314,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
61,ptdf_pos,-17845707.366626948,372726.9727641599,892239163.3023847,874393455.9357578,25718161120.72703,26592554576.66279,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
62,ptdf_neg,-7277567.8831790835,153230.20938100154,892239163.3023847,884961595.4192057,10572884447.289106,11457846042.708313,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
63,ptdf_pos,-6510010.626368806,135394.75012416122,892239163.3023846,885729152.6760159,9342237758.567123,10227966911.24314,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
64,ptdf_neg,-6510010.626368806,135394.75012416122,892239163.3023846,885729152.6760159,9342237758.567123,10227966911.24314,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
65,ptdf_pos,-14869724.03949295,310394.5792669232,892239163.3023847,877369439.2628918,21417225969.4177,22294595408.680595,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
66,ptdf_neg,-28272682.413379803,602339.2575755008,892239163.3023847,863966480.889005,41561408772.70955,42425375253.59856,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
67,ptdf_pos,-7069982.791189969,150492.86475764614,892239163.3023847,885169180.5111947,10384007668.277584,11269176848.788778,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
68,ptdf_neg,-34084995.494730085,712950.3113333468,892239163.3023847,858154167.8076546,49193571482.00092,50051725649.80858,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
69,ptdf_pos,-14571432.161664218,303250.41003755,892239163.3023847,877667731.1407205,20924278292.59095,21801946023.73167,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
70,ptdf_neg,-21730686.505826563,460001.13654137903,892239163.3023847,870508476.7965581,31740078421.355152,32610586898.15171,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
71,ptdf_pos,-33111129.68214339,696333.4723524534,892239163.3023847,859128033.6202414,48047009592.31928,48906137625.93952,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
72,ptdf_neg,-7241044.475038946,151901.94392946988,892239163.3023847,884998118.8273458,10481234131.13342,11366232249.960766,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
73,ptdf_pos,-18058666.920650616,376440.0439970512,892239163.3023847,874180496.3817341,25974363035.79653,26848543532.178265,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
74,ptdf_neg,-6949499.529230639,150171.8110277066,892239163.3023847,885289663.7731541,10361854960.911755,11247144624.684908,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
75,ptdf_pos,-24392313.720183466,514121.99880629696,892239163.3023847,867846849.5822012,35474417917.63449,36342264767.21669,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
76,ptdf_neg,-13961640.292611688,294412.57982112444,892239163.3023847,878277523.009773,20314468007.657585,21192745530.66736,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
77,ptdf_pos,-14946521.86012128,329696.5676460488,892239163.3023847,877292641.4422635,22749063167.577366,23626355809.01963,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
78,ptdf_neg,-6999105.20172292,151909.2243330111,892239163.3023847,885240058.1006618,10481736478.977766,11366976537.078428,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
79,ptdf_pos,-16579081.785168916,346769.4698031152,892239163.3023847,875660081.5172158,23927093416.414948,24802753497.932163,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
80,ptdf_neg,-13290792.91186674,287379.2710633186,892239163.3023847,878948370.390518,19829169703.368984,20708118073.759502,nl34_z3_sigma75,Case Study 1,Split,0.75,4,$\sigma=0.75$
1,ptdf_pos,-51406129.10630596,1070855.393018538,879416837.2416033,828010708.1352973,73889022118.27911,74717032826.41441,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
2,ptdf_neg,-24726978.21047747,519069.9769572379,879416837.2416099,854689859.0311325,35815828410.049416,36670518269.08055,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
3,ptdf_pos,-24742588.933498085,516676.0927572164,879416837.2416033,854674248.3081052,35650650400.24793,36505324648.55604,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
4,ptdf_neg,-88383277.61794612,1863918.4837562025,879416837.2416099,791033559.6236638,128610375379.17798,129401408938.80164,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
5,ptdf_pos,-58259599.87082797,1258702.886763394,879416837.2416033,821157237.3707752,86850499186.6742,87671656424.04497,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
6,ptdf_neg,-41565511.50703269,867048.0498734645,879416837.2416033,837851325.7345705,59826315441.26905,60664166767.003624,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
7,ptdf_pos,-61158439.03213751,1290762.3644604762,879416837.2416099,818258398.2094724,89062603147.77286,89880861545.98233,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
8,ptdf_neg,-24157299.678806275,503385.4809844882,879416837.2416033,855259537.562797,34733598187.92969,35588857725.492485,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
9,ptdf_pos,-24663574.65382853,512951.3174522014,879416837.2416033,854753262.5877748,35393640904.2019,36248394166.78967,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
10,ptdf_neg,-53077213.8887752,1143445.351857738,879416837.2416099,826339623.3528347,78897729278.18393,79724068901.53676,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
11,ptdf_pos,-55229447.95545548,1161297.216707904,879416837.2416099,824187389.2861545,80129507952.84537,80953695342.13152,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
12,ptdf_neg,-54348900.555345714,1135368.7896629905,879416837.2416033,825067936.6862576,78340446486.74634,79165514423.4326,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
13,ptdf_pos,-53099053.46939412,1144682.2495572842,879416837.2416099,826317783.7722158,78983075219.4526,79809393003.22482,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
14,ptdf_neg,-54348900.555345714,1135368.7896629905,879416837.2416033,825067936.6862576,78340446486.74634,79165514423.4326,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
15,ptdf_pos,-52787108.54835403,1142094.550181278,879416837.2416099,826629728.6932559,78804523962.50818,79631153691.20143,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
16,ptdf_neg,-41185730.73621216,859007.3728167863,879416837.2416033,838231106.5053911,59271508724.35825,60109739830.86365,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
17,ptdf_pos,-24871093.214538723,519069.9769572379,879416837.2416099,854545744.0270712,35815828410.049416,36670374154.076485,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
18,ptdf_neg,-56056931.76931912,1168912.244083013,879416837.2416033,823359905.4722841,80654944841.72789,81478304747.20018,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
19,ptdf_pos,-57054466.372719824,1189410.9592469176,879416837.2416033,822362370.8688834,82069356188.03732,82891718558.9062,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
20,ptdf_neg,-27221246.37441513,571288.4375083946,879416837.2416099,852195590.8671948,39418902188.07922,40271097778.94642,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
21,ptdf_pos,-24715453.490683973,516996.6700424566,879416837.2416099,854701383.750926,35672770232.929504,36527471616.68043,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
22,ptdf_neg,-56681407.96352965,1184321.769941592,879416837.2416033,822735429.2780735,81718202125.96983,82540937555.24791,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
23,ptdf_pos,-52484829.366259575,1093866.7295095862,879416837.2416033,826932007.8753437,75476804336.16145,76303736344.0368,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
24,ptdf_neg,-24803363.736979425,518167.0764776973,879416837.2416099,854613473.5046306,35753528276.96111,36608141750.465744,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
25,ptdf_pos,-42479543.71776375,886865.6390455862,879416837.2416099,836937293.5238461,61193729094.14545,62030666387.6693,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
26,ptdf_neg,-34911397.739842445,728821.9366208896,879416837.2416033,844505439.5017608,50288713626.841385,51133219066.34315,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
27,ptdf_pos,-24785138.62799886,516548.66632800095,879416837.2416099,854631698.6136111,35641857976.632065,36496489675.245674,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
28,ptdf_neg,-51482194.799355686,1076518.222643059,879416837.2416033,827934642.4422476,74279757362.37106,75107692004.81331,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
29,ptdf_pos,-24868417.99548444,518280.70484503976,879416837.2416099,854548419.2461255,35761368634.30775,36615917053.55387,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
30,ptdf_neg,-54513399.56701732,1136421.353108789,879416837.2416033,824903437.6745859,78413073364.50644,79237976802.18103,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
31,ptdf_pos,-56063903.68958673,1169210.915180422,879416837.2416033,823352933.5520165,80675553147.44911,81498906081.00113,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
32,ptdf_neg,-24821131.12466812,518381.3329946199,879416837.2416099,854595706.1169418,35768311976.62878,36622907682.74572,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
33,ptdf_pos,-64294845.37661871,1341230.6190645285,879416837.2416033,815121991.8649845,92544912715.45247,93360034707.31746,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
34,ptdf_neg,-54561014.66314462,1154678.206216334,879416837.2416099,824855822.5784653,79672796228.92703,80497652051.5055,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
35,ptdf_pos,-53218967.752943575,1144387.1553384883,879416837.2416099,826197869.4886663,78962713718.3557,79788911587.84436,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
36,ptdf_neg,-37535425.3027406,782200.9592652448,879416837.2416033,841881411.9388627,53971866189.30189,54813747601.24075,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
37,ptdf_pos,-53218587.70608416,1144379.2511523787,879416837.243892,826198249.5378078,78962168329.51413,79788366579.05194,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
38,ptdf_neg,-64294845.37661871,1341230.6190645285,879416837.2416033,815121991.8649845,92544912715.45247,93360034707.31746,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
39,ptdf_pos,-102808757.36835,2203689.727303401,879416837.2416099,776608079.8732599,152054591183.93466,152831199263.80792,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
40,ptdf_neg,-24197179.86389923,514034.70795073424,879416837.2416033,855219657.377704,35468394848.60066,36323614505.97836,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
41,ptdf_pos,-27393803.669373278,571288.4375084527,879416837.2416033,852023033.57223,39418902188.08324,40270925221.655464,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
42,ptdf_neg,-57053126.28853166,1189383.0882667066,879416837.2416099,822363710.9530783,82067433090.40276,82889796801.35583,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
43,ptdf_pos,-44764793.56542903,932729.3564179944,879416837.2416033,834652043.6761742,64358325592.84161,65192977636.51779,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
44,ptdf_neg,-80381949.8569448,1757286.517987302,879416837.2416099,799034887.3846651,121252769741.12384,122051804628.5085,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
45,ptdf_pos,-35283578.40720448,738624.1876616237,879416837.2416031,844133258.8343986,50965068948.65204,51809202207.486435,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
46,ptdf_neg,-31703226.92811513,665835.9982107109,879416837.2416031,847713610.313488,45942683876.539055,46790397486.85254,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
47,ptdf_pos,-45458952.466076136,961559.7896217868,879416837.2416033,833957884.7755271,66347625483.90329,67181583368.67882,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
48,ptdf_neg,-41554110.50633174,866801.2895991293,879416837.2416099,837862726.7352781,59809288982.33993,60647151709.0752,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
49,ptdf_pos,-56404930.89677322,1175511.7855763135,879416837.2416033,823011906.34483,81110313204.76562,81933325111.11046,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
50,ptdf_neg,-24829131.79956135,518817.70661264216,879416837.2416099,854587705.4420485,35798421756.27231,36653009461.714355,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
51,ptdf_pos,-24760544.79784003,518457.1980328307,879416837.2416099,854656292.4437699,35773546664.26532,36628202956.70909,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
52,ptdf_neg,-56183327.9019461,1171641.1246689025,879416837.2416033,823233509.3396572,80843237602.15427,81666471111.49393,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
53,ptdf_pos,-24932968.188361183,523464.3785200306,879416837.2416031,854483869.053242,36119042117.88211,36973525986.935356,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
54,ptdf_neg,-24952399.461663485,524220.5649372718,879416837.2416031,854464437.7799397,36171218980.67175,37025683418.45169,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
55,ptdf_pos,-71958184.83521634,1506944.893929495,879416837.2416099,807458652.4063935,103979197681.13516,104786656333.54155,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
56,ptdf_neg,-24204405.87488973,508941.7461560703,879416837.2416033,855212431.3667135,35116980484.76885,35972192916.13557,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
57,ptdf_pos,-21805040.004428297,453499.71179596265,879416837.2416033,857611797.237175,31291480113.92142,32149091911.158596,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
58,ptdf_neg,-21805040.004428297,453499.71179596265,879416837.2416033,857611797.237175,31291480113.92142,32149091911.158596,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
59,ptdf_pos,-21805040.004428297,453499.71179596265,879416837.2416033,857611797.237175,31291480113.92142,32149091911.158596,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
60,ptdf_neg,-21805040.004428297,453499.71179596265,879416837.2416033,857611797.237175,31291480113.92142,32149091911.158596,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
61,ptdf_pos,-56418402.28115857,1178047.668966887,879416837.2416033,822998434.9604447,81285289158.71521,82108287593.67566,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
62,ptdf_neg,-24895563.388905168,519058.6463414122,879416837.2416099,854521273.8527048,35815046597.55744,36669567871.41015,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
63,ptdf_pos,-21805040.004428297,453499.71179596265,879416837.2416033,857611797.237175,31291480113.92142,32149091911.158596,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
64,ptdf_neg,-21805040.004428297,453499.71179596265,879416837.2416033,857611797.237175,31291480113.92142,32149091911.158596,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
65,ptdf_pos,-42403721.24896565,883156.2442857831,879416837.2416033,837013115.9926376,60937780855.71904,61774793971.71168,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
66,ptdf_neg,-87869188.63667199,1929334.3622856808,879416837.2416031,791547648.6049311,133124070997.71198,133915618646.31691,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
67,ptdf_pos,-23843190.20390964,514719.16634238506,879416837.2416099,855573647.0377003,35515622477.624565,36371196124.66226,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
68,ptdf_neg,-88640439.86507624,1863895.3973753976,879416837.2416033,790776397.3765271,128608782418.90244,129399558816.27896,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
69,ptdf_pos,-41993842.02365929,873385.0179163648,879416837.2416033,837422995.2179439,60263566236.22917,61100989231.44711,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
70,ptdf_neg,-74430976.02011174,1631102.534756572,879416837.2416033,804985861.2214916,112546074898.20346,113351060759.42496,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
71,ptdf_pos,-50665217.21561343,1057770.9193660023,879416837.2416033,828751620.0259898,72986193436.25417,73814945056.28015,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
72,ptdf_neg,-24727129.970116917,515342.2062790472,879416837.2416099,854689707.271493,35558612233.25426,36413301940.52575,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
73,ptdf_pos,-56973345.120079726,1189438.0853027657,879416837.2416099,822443492.1215302,82071227885.89084,82893671378.01237,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
74,ptdf_neg,-27393803.668492854,571288.4374922451,879416837.2388186,852023033.5703259,39418902186.96491,40270925220.53524,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
75,ptdf_pos,-54739727.76326385,1144933.2574473042,879416837.2416033,824677109.4783394,79000394763.86398,79825071873.34232,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
76,ptdf_neg,-53082597.22158328,1143432.1209217154,879416837.2416099,826334240.0200267,78896816343.59836,79723150583.61838,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
77,ptdf_pos,-53560132.447981656,1144100.5411786258,879416837.2416099,825856704.7936282,78942937341.32518,79768794046.1188,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
78,ptdf_neg,-25461083.30126449,529537.8470640748,879416837.2416033,853955753.9403387,36538111447.421165,37392067201.3615,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
79,ptdf_pos,-26566620.843432546,552530.7402965992,879416837.2416033,852850216.3981707,38124621080.46535,38977471296.86352,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
80,ptdf_neg,-52907363.37754077,1143705.5656791397,879416837.2416099,826509473.8640692,78915684031.86064,79742193505.72472,nl34_z3_sigma100,Case Study 1,Split,1.0,5,$\sigma=1$
1,ptdf_pos,-3093603.857631908,44033.77189985748,91516369.77138887,88422765.91375697,3038330261.090166,3126753027.003923,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
2,ptdf_neg,-2974739.1968354387,40818.82961592906,91516369.77237989,88541630.57554445,2816499243.4991055,2905040874.07465,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
3,ptdf_pos,-3008080.854911352,40818.82961593033,91516369.77238083,88508288.91746947,2816499243.4991927,2905007532.416662,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
4,ptdf_neg,-3427319.7614145624,53543.63076651991,91516369.77238244,88089050.01096788,3694510522.889874,3782599572.9008417,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
5,ptdf_pos,-3041766.8434679494,40818.82961592869,91516369.7723778,88474602.92890985,2816499243.4990797,2904973846.4279895,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
6,ptdf_neg,-3097679.2190012727,44033.77189986714,91516369.77238238,88418690.5533811,3038330261.0908327,3126748951.6442137,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
7,ptdf_pos,-4962726.652391783,112053.79327165188,91516369.77237917,86553643.1199874,7731711735.74398,7818265378.863968,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
8,ptdf_neg,-4711620.240393659,69789.31319826306,91516369.77237934,86804749.53198569,4815462610.680151,4902267360.212136,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
9,ptdf_pos,-6506818.441861661,94111.6525666242,91516369.77238089,85009551.33051923,6493704027.09707,6578713578.427589,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
10,ptdf_neg,-4966831.393762497,112053.79327165188,91516369.77237792,86549538.37861542,7731711735.74398,7818261274.122596,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
11,ptdf_pos,-2970704.682067275,40818.82961593477,91516369.77232288,88545665.0902556,2816499243.499499,2905044908.5897546,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
12,ptdf_neg,-7740437.157283196,94203.67044859313,76239924.39775535,68499487.24047215,6500053260.952926,6568552748.1933975,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
13,ptdf_pos,-3041879.4391216,40818.82961592899,91516369.77237931,88474490.3332577,2816499243.4991,2904973733.832358,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
14,ptdf_neg,-4179450.274048791,71069.94998895201,91516369.77237964,87336919.49833085,4903826549.237689,4991163468.73602,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
15,ptdf_pos,-3042040.3216456054,40818.82961592894,91516369.77237935,88474329.45073375,2816499243.499097,2904973572.9498305,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
16,ptdf_neg,-3098762.112340372,44033.77189986714,91516369.77238256,88417607.66004218,3038330261.0908327,3126747868.750875,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
17,ptdf_pos,-2950473.338159346,40818.82961592893,91516369.77196397,88565896.43380462,2816499243.4990964,2905065139.932901,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
18,ptdf_neg,-4481303.578739186,94726.83637661186,91516369.77238019,87035066.193641,6536151709.986218,6623186776.179859,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
19,ptdf_pos,-3098245.597205596,44033.77189986714,91516369.77237973,88418124.17517413,3038330261.0908327,3126748385.266007,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
20,ptdf_neg,-2981879.0994041124,40818.82961592903,76239924.3976425,73258045.29823838,2816499243.499103,2889757288.7973413,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
21,ptdf_pos,-3054109.7655331763,40818.82961592906,91516369.7723787,88462260.00684552,2816499243.4991055,2904961503.505951,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
22,ptdf_neg,-3094897.190118133,44033.77189892408,91516369.77238235,88421472.58226421,3038330261.0257616,3126751733.608026,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
23,ptdf_pos,-3094917.759944303,44033.77189129565,76239924.39775701,73145006.6378127,3038330260.4993997,3111475267.1372123,cs2_nl34_z1_sigma0,Case Study 2,Country-wide,,0,Country-wide
