line,total_overload_index,maximum_overload_mw,overloaded_run_hours,overload_during_shedding_index,shedding_associated_with_overload_mw,maximum_market_utilization,representative_timesteps_ever_overloaded,runs_with_overload,scenario,case_study,design,sigma,runs_analysed,rank_in_scenario,share_of_scenario_overload
5,33855.46021984574,355.1553124820516,439,0.0,0.0,1.1493916588459798,23.0,80.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,2,0.21440178852903227
20,33295.83824181194,316.8380487098293,373,0.0,0.0,1.1332739790698665,21.0,80.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,3,0.2108577825633338
4,29984.65202003621,341.9192437769543,246,0.0,0.0,1.1438240713963237,16.0,80.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,4,0.1898885136923333
12,8528.732679868674,315.2799910055556,104,8528.732679868674,47794.98816619184,1.4581369870058398,4.0,77.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,5,0.05401124452527622
8,6139.858814215465,208.15755382464715,90,6139.858814215465,39514.84469850194,1.3024761394707391,3.0,66.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,6,0.03888284792276668
14,4891.729908410385,260.7147496160808,50,4891.729908410385,29238.895939300503,1.3788476061425303,3.0,26.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,7,0.030978626034135315
11,3021.5359589090554,201.0297534250202,34,3021.5359589090554,22650.27004218038,1.2921186505966462,3.0,26.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,8,0.019134955173793166
23,2586.4739710933227,209.85603397573448,34,2586.4739710933227,22899.3661963366,1.3049442205450457,3.0,26.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,9,0.01637976981512507
34,96.06053582737104,32.020178609168056,3,96.06053582737104,2279.8094715486723,1.0465288904145351,1.0,3.0,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,10,0.000608337637554034
15,0.0,0.0,0,0.0,0.0,0.550490474729843,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,11,0.0
10,0.0,0.0,0,0.0,0.0,0.3361028457726729,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,12,0.0
0,0.0,0.0,0,0.0,0.0,0.6028081654567156,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,13,0.0
13,0.0,0.0,0,0.0,0.0,0.6779545426121368,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,14,0.0
1,0.0,0.0,0,0.0,0.0,0.8017594055857512,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,15,0.0
18,0.0,0.0,0,0.0,0.0,0.4973181982910102,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,16,0.0
22,0.0,0.0,0,0.0,0.0,0.4865564105183325,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,17,0.0
24,0.0,0.0,0,0.0,0.0,0.9074668088557604,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,18,0.0
25,0.0,0.0,0,0.0,0.0,0.3563805233325716,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,19,0.0
16,0.0,0.0,0,0.0,0.0,0.5123305371940501,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,20,0.0
19,0.0,0.0,0,0.0,0.0,0.932548829991497,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,21,0.0
2,0.0,0.0,0,0.0,0.0,0.55792400799672,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,22,0.0
21,0.0,0.0,0,0.0,0.0,0.389745041611502,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,23,0.0
17,0.0,0.0,0,0.0,0.0,0.909725530937214,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,24,0.0
3,0.0,0.0,0,0.0,0.0,0.4615721614316565,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,25,0.0
29,0.0,0.0,0,0.0,0.0,0.7122536603294003,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,26,0.0
28,0.0,0.0,0,0.0,0.0,0.6569252408106603,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,27,0.0
27,0.0,0.0,0,0.0,0.0,0.8880684028429907,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,28,0.0
26,0.0,0.0,0,0.0,0.0,0.6628581018830467,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,29,0.0
30,0.0,0.0,0,0.0,0.0,0.2353746842183608,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,30,0.0
31,0.0,0.0,0,0.0,0.0,0.5384547834071849,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,31,0.0
32,0.0,0.0,0,0.0,0.0,0.2264527809269804,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,32,0.0
38,0.0,0.0,0,0.0,0.0,0.4299469061577824,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,33,0.0
37,0.0,0.0,0,0.0,0.0,0.3938645221135276,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,34,0.0
36,0.0,0.0,0,0.0,0.0,0.3523850865115711,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,35,0.0
35,0.0,0.0,0,0.0,0.0,0.704770173023142,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,36,0.0
40,0.0,0.0,0,0.0,0.0,0.4977684970886985,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,37,0.0
39,0.0,0.0,0,0.0,0.0,0.5602671790155916,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,38,0.0
6,0.0,0.0,0,0.0,0.0,0.7284046446036895,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,39,0.0
9,0.0,0.0,0,0.0,0.0,0.9025429377905388,,,cs2_nl34_z3_sigma75,Case Study 2,Split,0.75,80,40,0.0
7,35187.43050939175,389.9980152087202,251,35116.21596454346,65541.95604148539,1.566710608738987,5.0,78.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,1,0.23914301378350852
5,33600.04124239866,338.74835642323205,440,0.0,0.0,1.1424902771234018,22.0,80.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,2,0.22835469966506217
4,27409.527415496203,375.6036366098274,208,0.0,0.0,1.157992991712775,16.0,76.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,3,0.18628234280346062
20,26857.876010503212,296.1487598943131,354,0.0,0.0,1.124571287408314,19.0,80.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,4,0.1825331750569632
12,8226.627066207346,315.27999100557145,103,8226.627066207346,47211.00756263965,1.458136987005863,4.0,76.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,5,0.055910316877519996
8,5853.449031972034,208.15755382462865,89,5853.449031972034,38930.864092871874,1.302476139470712,3.0,65.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,6,0.03978157604205667
14,4610.540599445276,260.71474961616195,48,4610.540599445276,28533.51213839631,1.3788476061426482,3.0,27.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,7,0.03133444409441269
11,2934.766002011887,201.0297534250061,34,2934.766002011887,22578.977048877,1.2921186505966258,3.0,26.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,8,0.019945440070799663
23,2225.5471442551184,209.85603397566308,31,2225.5471442551184,21232.00777356132,1.304944220544942,3.0,25.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,9,0.015125402556813456
34,233.89165056268132,106.04069314834068,5,233.89165056268132,3133.2886284016645,1.1540889528195133,2.0,4.0,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,10,0.00158958904940302
15,0.0,0.0,0,0.0,0.0,0.5520524618843875,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,11,0.0
10,0.0,0.0,0,0.0,0.0,0.3361028457726747,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,12,0.0
0,0.0,0.0,0,0.0,0.0,0.6078978412377101,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,13,0.0
13,0.0,0.0,0,0.0,0.0,0.6895828358110103,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,14,0.0
1,0.0,0.0,0,0.0,0.0,0.8068490813667462,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,15,0.0
18,0.0,0.0,0,0.0,0.0,0.4973181982910103,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,16,0.0
22,0.0,0.0,0,0.0,0.0,0.4865564107319002,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,17,0.0
24,0.0,0.0,0,0.0,0.0,0.9668771720957516,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,18,0.0
25,0.0,0.0,0,0.0,0.0,0.3778360116167402,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,19,0.0
16,0.0,0.0,0,0.0,0.0,0.5113566166001381,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,20,0.0
19,0.0,0.0,0,0.0,0.0,0.9273676587554434,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,21,0.0
2,0.0,0.0,0,0.0,0.0,0.5635681088764035,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,22,0.0
21,0.0,0.0,0,0.0,0.0,0.3671134861923786,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,23,0.0
17,0.0,0.0,0,0.0,0.0,0.896236816494022,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,24,0.0
3,0.0,0.0,0,0.0,0.0,0.4666913975503379,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,25,0.0
29,0.0,0.0,0,0.0,0.0,0.7122536603294003,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,26,0.0
28,0.0,0.0,0,0.0,0.0,0.6571511115689898,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,27,0.0
27,0.0,0.0,0,0.0,0.0,0.8893544425517462,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,28,0.0
26,0.0,0.0,0,0.0,0.0,0.6628581029360932,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,29,0.0
30,0.0,0.0,0,0.0,0.0,0.235646170010021,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,30,0.0
31,0.0,0.0,0,0.0,0.0,0.5384547836207525,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,31,0.0
32,0.0,0.0,0,0.0,0.0,0.2264527809269804,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,32,0.0
38,0.0,0.0,0,0.0,0.0,0.4299469061577824,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,33,0.0
37,0.0,0.0,0,0.0,0.0,0.3938645221131556,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,34,0.0
36,0.0,0.0,0,0.0,0.0,0.3523850865115711,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,35,0.0
35,0.0,0.0,0,0.0,0.0,0.704770173023142,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,36,0.0
40,0.0,0.0,0,0.0,0.0,0.4977684970887002,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,37,0.0
39,0.0,0.0,0,0.0,0.0,0.5668179123980535,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,38,0.0
6,0.0,0.0,0,0.0,0.0,0.7392291745880294,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,39,0.0
9,0.0,0.0,0,0.0,0.0,0.9118879847888748,,,cs2_nl34_z3_sigma100,Case Study 2,Split,1.0,80,40,0.0
