run_id,line,total_overload_index,positive_overload_index,negative_overload_index,maximum_overload_mw,overloaded_run_hours,maximum_market_utilization,overload_during_shedding_index,shedding_associated_with_overload_mw,rd_volume,curtailment,scenario,case_study,design,sigma
64,19,0.0,0.0,0.0,0.0,0,0.8795046538390809,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,2,0.0,0.0,0.0,0.0,0,0.5255887258701808,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,20,937.9468736819567,0.0,937.9468736819567,245.705752620418,9,1.1033530646506076,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,21,0.0,0.0,0.0,0.0,0,0.3131280040839094,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,22,0.0,0.0,0.0,0.0,0,0.4865596950818284,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,23,40.38315164376286,40.38315164376286,0.0,40.38315164376286,1,1.0586812228738849,40.38315164376286,670.6134955883267,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,24,0.0,0.0,0.0,0.0,0,0.7331283295098531,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,25,0.0,0.0,0.0,0.0,0,0.329947099854918,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,26,0.0,0.0,0.0,0.0,0,0.6629261310771657,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,27,0.0,0.0,0.0,0.0,0,0.8683770213134792,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,28,0.0,0.0,0.0,0.0,0,0.6624510780333832,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,29,0.0,0.0,0.0,0.0,0,0.7122536603294003,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,3,0.0,0.0,0.0,0.0,0,0.4270080590446952,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,30,0.0,0.0,0.0,0.0,0,0.2300521618394173,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,31,0.0,0.0,0.0,0.0,0,0.5384580679706807,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,32,0.0,0.0,0.0,0.0,0,0.2264527093295865,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,34,0.0,0.0,0.0,0.0,0,0.8453906111362128,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,35,0.0,0.0,0.0,0.0,0,0.7047701730231419,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,36,0.0,0.0,0.0,0.0,0,0.3523850865115711,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,37,0.0,0.0,0.0,0.0,0,0.3935422942410136,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,38,0.0,0.0,0.0,0.0,0,0.4299469061577824,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,39,0.0,0.0,0.0,0.0,0,0.5510409499061873,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,4,365.18570270928103,365.18570270928103,0.0,284.4606394754737,2,1.1196548251260547,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
64,40,0.0,0.0,0.0,0.0,0,0.4910946711986581,0.0,0.0,236502.3635886857,77398.05268664965,cs2_nl34_z3_sigma50,Case Study 2,Split,0.5
