name,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_nom_set,p_min_pu,p_max_pu,p_set,p_init,e_sum_min,e_sum_max,q_set,sign,carrier,marginal_cost,marginal_cost_quadratic,active,build_year,lifetime,capital_cost,overnight_cost,discount_rate,fom_cost,efficiency,committable,start_up_cost,shut_down_cost,stand_by_cost,min_up_time,min_down_time,up_time_before,down_time_before,ramp_limit_up,ramp_limit_down,ramp_limit_start_up,ramp_limit_shut_down,weight,p_nom_opt
NL0 17 0 onwind,NL0 17,PQ,,31.0,0.0,True,31.0,117.4356784047347,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 18 0 onwind,NL0 18,PQ,,48.6,0.0,True,48.6,927.6408453183528,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 19 0 onwind,NL0 19,PQ,,127.0,0.0,True,127.0,418.2281219967007,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 2 0 onwind,NL0 2,PQ,,35.0,0.0,True,35.0,1644.1916819703433,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 3 0 onwind,NL0 3,PQ,,52.0,0.0,True,52.0,3503.610929712281,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 4 0 onwind,NL0 4,PQ,,461.0,0.0,True,461.0,1744.8903483455379,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 5 0 onwind,NL0 5,PQ,,374.3,0.0,True,374.3,3351.1005178341334,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 6 0 onwind,NL0 6,PQ,,35.0,0.0,True,35.0,1389.2173066631026,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 7 0 onwind,NL0 7,PQ,,1109.2,0.0,True,1109.2,3919.5434839440745,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 8 0 onwind,NL0 8,PQ,,223.8,0.0,True,223.8,2505.5915616765024,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
NL0 9 0 onwind,NL0 9,PQ,,21.0,0.0,True,21.0,2247.393020122924,,0.0,1.0,,,-inf,inf,0.0,1.0,onwind,0.015,0.0,True,0,30.0,118819.88845458832,,,0.0,1.0,False,0.0,0.0,0.0,0,0,1,0,,,,,1.0,0.0
