name,bus0,bus1,type,x,r,g,b,s_nom,s_nom_mod,s_nom_extendable,s_nom_min,s_nom_max,s_nom_set,s_max_pu,capital_cost,overnight_cost,discount_rate,fom_cost,active,build_year,lifetime,length,carrier,terrain_factor,num_parallel,v_ang_min,v_ang_max,sub_network,x_pu,r_pu,g_pu,b_pu,x_pu_eff,r_pu_eff,s_nom_opt,v_nom,i_nom,dc
2,NL0 0,NL0 18,Al/St 240/40 4-bundle 380.0,6.191831255969656,0.7551015880508251,0.0,0.00043647854311771835,3396.205223481055,0.0,False,0.0,inf,,0.7,3511.577898012653,,,0.0,True,0,inf,50.340091152995754,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
20,NL0 4,NL0 7,Al/St 240/40 4-bundle 380.0,6.734747393526716,0.8213107225299092,0.0,0.00047475268315201586,3396.205223481055,0.0,False,0.0,inf,,0.7,3819.482291710626,,,0.0,True,0,inf,54.75404285656922,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
21,NL0 4,NL0 7,Al/St 240/40 4-bundle 380.0,0.0,0.0,0.0,0.0,3396.21,0.0,False,0.0,inf,,0.7,3819.482291710626,,,0.0,True,2022,inf,54.75404285656922,AC,1.0,2.000002812856486,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,
22,NL0 5,NL0 8,Al/St 240/40 4-bundle 380.0,6.6646957117442645,0.8127678776384358,0.0,0.00046982398048258425,3396.205223481055,0.0,False,0.0,inf,,0.7,3779.7537825282366,,,0.0,True,0,inf,54.18451632698662,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
23,NL0 6,NL0 9,Al/St 240/40 4-bundle 380.0,5.247236349394107,0.6399068505640452,0.0,0.00036989845517788786,3396.205223481055,0.0,False,0.0,inf,,0.7,2975.869206416863,,,0.0,True,0,inf,42.660459617085294,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
24,NL0 8,NL0 9,Al/St 240/40 4-bundle 380.0,5.0648768523641134,0.6176680829444241,0.0,0.000803359979189171,5094.3078352215825,0.0,False,0.0,inf,,0.7,4308.671218011511,,,0.0,True,0,inf,61.766792069667815,AC,1.0,3.000000000000001,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
3,NL0 0,NL0 8,Al/St 240/40 4-bundle 380.0,1.737123732007809,0.21184426726036443,0.0,0.0004898469386458064,6792.41044696211,0.0,False,0.0,inf,,0.7,1970.3524678143715,,,0.0,True,0,inf,28.245912724715584,AC,1.0,4.000000000000001,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
4,NL0 1,NL0 11,Al/St 240/40 4-bundle 380.0,4.244733626623349,0.5176503290506543,0.0,0.0002992343329862397,3396.205223481055,0.0,False,0.0,inf,,0.7,2407.3190404551783,,,0.0,True,0,inf,34.51003037678286,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
5,NL0 1,NL0 3,Al/St 240/40 4-bundle 380.0,12.013423676683981,1.4650516568457221,0.0,0.0008468691448925672,3396.205223481055,0.0,False,0.0,inf,,0.7,6813.181965298708,,,0.0,True,0,inf,97.67011045638148,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
6,NL0 10,NL0 14,Al/St 240/40 4-bundle 380.0,5.607794851521237,0.6838773641374923,0.0,0.0003953201751352882,3396.205223481055,0.0,False,0.0,inf,,0.7,3180.353013998958,,,0.0,True,0,inf,45.59182944909726,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
7,NL0 10,NL0 3,Al/St 240/40 4-bundle 380.0,6.119528472297128,0.746283800361217,0.0,0.0004313931980141764,3396.205223481055,0.0,False,0.0,inf,,0.7,3470.5728094633228,,,0.0,True,0,inf,49.75226426854071,AC,1.0,2.0000000000000004,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
8,NL0 11,NL0 16,Al/St 240/40 4-bundle 380.0,5.770999083746573,1.1503654703333113,0.0,0.00030115483772256166,983.1120383760948,0.0,False,0.0,inf,,0.7,2674.8707497526507,,,0.0,True,0,inf,38.34550771071784,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
9,NL0 11,NL0 3,Al/St 240/40 4-bundle 380.0,10.2182238020315,2.0368554402691577,0.0,0.0005332556564409426,983.1120383760948,0.0,False,0.0,inf,,0.7,4736.1692815986235,,,0.0,True,0,inf,67.89517427098069,AC,1.0,0.5789473684210527,-inf,inf,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,2.58,0.0
